GeneName;Column1;logCPM;F;Pvalue;FDR
GJB3;3,64E+14;6,74E+14;1,52E+14;1,54E+14;5,90E+14
CSGALNACT1;9,76E+14;1,99E+14;1,52E+14;1,55E+14;5,90E+14
RAB11FIP1;3,53E+14;7,62E+14;1,52E+14;1,56E+14;5,92E+14
RNF128;-4,51E+14;4,32E+14;1,52E+14;1,56E+14;5,92E+14
USP54;4,12E+14;5,21E+14;1,52E+12;1,57E+14;5,94E+14
SERPINB8;3,86E+14;5,52E+14;1,51E+14;1,59E+14;5,99E+14
PALMD;-5,22E+14;4,42E+14;1,51E+14;1,59E+13;5,99E+14
ANXA1;3,45E+13;1,05E+14;1,51E+14;1,61E+14;6,02E+14
MTSS1;3,09E+14;7,12E+14;1,50E+14;1,64E+14;6,09E+14
SPRR2F;5,90E+14;-1,26E+14;1,61E+14;1,64E+14;6,09E+14
STARD5;4,77E+14;4,11E+14;1,49E+14;1,66E+14;6,09E+14
SEMA3E;-7,89E+14;2,44E+14;1,49E+14;1,66E+14;6,09E+14
LGALS9;8,84E+14;2,35E+14;1,49E+14;1,66E+14;6,09E+14
CSNK1E;3,41E+14;7,18E+14;1,49E+14;1,67E+13;6,09E+14
HMOX2;3,43E+12;7,35E+14;1,49E+14;1,67E+14;6,09E+14
SPRY4;6,41E+13;4,08E+14;1,49E+14;1,68E+14;6,09E+14
SBNO2;5,44E+14;5,60E+14;1,49E+14;1,68E+14;6,09E+14
PGRMC2;-3,88E+14;6,10E+14;1,49E+14;1,68E+14;6,09E+14
LOC100294145;-6,71E+14;2,94E+14;1,49E+14;1,68E+14;6,09E+14
SCP2;-3,88E+14;7,26E+14;1,49E+14;1,68E+14;6,09E+14
FAM49A;-5,76E+13;4,10E+14;1,48E+14;1,70E+14;6,16E+14
BBOX1;-9,92E+14;1,28E+14;1,48E+13;1,71E+14;6,16E+14
MICAL2;4,09E+14;5,81E+14;1,48E+13;1,71E+14;6,16E+14
MMP10;5,36E+14;3,92E+13;1,48E+14;1,72E+14;6,17E+14
KLHDC8B;-4,33E+14;5,02E+14;1,47E+14;1,75E+14;6,27E+14
NPNT;-5,31E+14;4,84E+14;1,47E+14;1,76E+14;6,27E+14
CYBRD1;-4,29E+14;5,74E+14;1,47E+14;1,78E+14;6,33E+14
DDX58;5,17E+14;4,91E+14;1,46E+13;1,79E+14;6,35E+14
PSMB8;5,01E+13;4,06E+14;1,46E+14;1,80E+14;6,35E+14
ZP3;8,23E+14;2,47E+14;1,46E+14;1,81E+14;6,35E+14
STAP2;4,13E+14;5,17E+14;1,46E+14;1,81E+14;6,35E+14
CTPS1;3,32E+14;6,59E+14;1,46E+14;1,81E+14;6,35E+14
ATP1B1;3,34E+14;7,04E+14;1,46E+14;1,82E+14;6,35E+14
CSRP1;3,48E+14;6,69E+14;1,46E+14;1,83E+14;6,35E+14
CCDC24;5,96E+14;3,80E+14;1,46E+14;1,83E+14;6,35E+14
ANXA2P3;-2,49E+14;1,26E+14;1,46E+14;1,83E+14;6,35E+14
TOP2A;-4,05E+14;5,92E+14;1,46E+14;1,83E+14;6,35E+14
TGFA;3,67E+14;6,94E+14;1,45E+14;1,84E+14;6,38E+14
COL12A1;3,51E+13;7,48E+14;1,45E+14;1,86E+14;6,40E+14
TRIM14;3,63E+14;5,82E+14;1,45E+13;1,89E+14;6,48E+14
PRODH;-1,38E+14;1,12E+14;1,44E+14;1,89E+14;6,48E+14
CCDC138;-1,16E+14;1,21E+14;1,44E+14;1,90E+13;6,48E+14
C6orf223;1,13E+14;1,78E+14;1,44E+14;1,90E+14;6,48E+14
TNKS2;-3,65E+14;5,91E+14;1,44E+14;1,91E+14;6,50E+14
PHTF2;-6,03E+14;3,66E+14;1,43E+14;1,94E+14;6,60E+14
SH3KBP1;3,56E+14;6,87E+14;1,43E+14;1,95E+14;6,62E+14
ARHGEF2;3,30E+14;6,27E+14;1,43E+14;1,97E+14;6,65E+14
NLRP1;3,23E+14;6,89E+14;1,43E+14;1,98E+14;6,66E+14
LAMC2;3,02E+14;1,29E+14;1,43E+14;1,98E+14;6,66E+14
RANGAP1;3,98E+14;7,06E+14;1,42E+14;1,99E+14;6,69E+13
IFI35;9,47E+14;1,74E+14;1,42E+14;2,01E+14;6,71E+14
SAMD9L;6,10E+14;4,19E+14;1,42E+14;2,03E+14;6,75E+14
ZNF704;-4,35E+14;4,39E+14;1,42E+14;2,03E+13;6,75E+14
TMEM60;-7,76E+14;3,12E+14;1,42E+14;2,03E+14;6,75E+14
SNHG8;-3,52E+14;5,85E+14;1,41E+14;2,06E+14;6,83E+14
DUSP1;3,83E+13;6,91E+14;1,41E+13;2,07E+14;6,83E+14
TMEM171;7,03E+14;2,71E+14;1,41E+14;2,09E+14;6,88E+14
ISG20L2;3,61E+14;6,02E+14;1,41E+14;2,10E+14;6,88E+14
MUC21;1,11E+14;1,04E+13;1,41E+14;2,10E+14;6,88E+14
LXN;-4,92E+14;4,25E+14;1,40E+14;2,11E+14;6,89E+14
VSNL1;-4,79E+14;4,39E+14;1,40E+13;2,13E+14;6,96E+14
PDE5A;-6,76E+14;3,15E+14;1,40E+14;2,15E+14;7,00E+14
ERF;-3,73E+14;6,77E+14;1,39E+14;2,16E+14;7,01E+14
IGFBP3;4,43E+14;7,23E+13;1,39E+13;2,18E+14;7,05E+14
SDC4;3,48E+14;8,88E+14;1,39E+14;2,19E+14;7,07E+14
TRIM47;7,64E+14;3,23E+14;1,39E+14;2,20E+14;7,09E+14
PML;4,33E+14;6,36E+14;1,37E+14;2,28E+14;7,33E+14
CHKA;-5,37E+14;3,64E+14;1,37E+14;2,32E+14;7,46E+14
PRELID2;6,31E+14;3,15E+14;1,36E+14;2,34E+14;7,47E+14
LPCAT3;-3,64E+14;5,69E+14;1,36E+13;2,34E+14;7,47E+14
CREG1;-3,77E+14;5,57E+14;1,36E+14;2,36E+14;7,51E+14
EXPH5;-5,29E+14;3,77E+14;1,36E+14;2,36E+14;7,51E+14
BACE1;-4,23E+14;4,72E+14;1,36E+14;2,37E+14;7,51E+14
CCT5;3,36E+14;9,00E+14;1,36E+14;2,38E+12;7,53E+14
B4GALT2;3,73E+14;6,11E+14;1,35E+14;2,40E+14;7,59E+14
TINF2;3,60E+14;6,65E+14;1,35E+14;2,41E+13;7,59E+14
PSME2;3,84E+14;6,26E+14;1,35E+14;2,43E+14;7,62E+13
FAM110C;-4,31E+14;5,55E+14;1,35E+14;2,44E+14;7,63E+14
TGFB3;-8,72E+14;2,16E+14;1,35E+14;2,45E+14;7,67E+12
TRIM25;3,29E+14;6,66E+14;1,34E+14;2,49E+14;7,74E+14
CCNA2;-5,01E+14;3,89E+14;1,34E+14;2,49E+14;7,74E+14
C1R;8,18E+13;2,85E+14;1,34E+14;2,50E+14;7,76E+13
ZNF395;-3,45E+14;6,30E+11;1,34E+14;2,51E+14;7,77E+14
CHURC1;-3,99E+14;6,11E+14;1,33E+13;2,53E+14;7,83E+14
LYN;3,79E+14;5,60E+14;1,33E+13;2,54E+14;7,84E+14
DSG3;-2,96E+13;8,85E+14;1,33E+14;2,55E+14;7,86E+14
CTSC;2,92E+14;7,83E+14;1,32E+14;2,61E+14;8,00E+14
TRIB2;5,12E+14;3,75E+14;1,32E+14;2,62E+14;8,00E+14
STRBP;-3,97E+14;4,84E+14;1,32E+14;2,62E+14;8,00E+14
FAM57A;3,91E+14;5,46E+14;1,32E+14;2,65E+14;8,08E+14
ANKAR;-1,78E+14;-7,29E+14;1,32E+14;2,66E+14;8,09E+14
TRIM16;3,25E+14;7,05E+14;1,32E+14;2,67E+14;8,09E+14
CWH43;1,03E+14;1,93E+14;1,31E+14;2,69E+13;8,13E+14
SCOC;-5,99E+14;4,93E+14;1,31E+14;2,69E+14;8,14E+13
GTPBP2;3,12E+14;6,91E+14;1,31E+14;2,70E+14;8,14E+13
NFKBIE;5,19E+14;3,46E+13;1,31E+14;2,72E+14;8,17E+14
WLS;-3,28E+14;6,18E+14;1,30E+13;2,76E+14;8,27E+14
PDPN;3,01E+14;6,71E+14;1,30E+12;2,78E+14;8,31E+14
APBA1;-8,89E+14;1,68E+14;1,30E+14;2,78E+14;8,31E+14
AFAP1;3,05E+14;6,39E+14;1,29E+14;2,84E+14;8,45E+14
CETN3;-4,05E+14;5,00E+14;1,29E+14;2,86E+14;8,47E+13
AMPD3;3,94E+14;5,06E+14;1,29E+14;2,87E+13;8,47E+13
FAM84A;-4,30E+14;5,83E+14;1,29E+14;2,87E+14;8,47E+13
POU2AF1;-1,26E+14;5,50E+14;1,29E+14;2,87E+13;8,47E+13
ELOVL1;3,16E+13;6,97E+14;1,29E+14;2,87E+14;8,47E+13
TMEM50B;-4,03E+13;4,75E+14;1,29E+14;2,89E+14;8,50E+13
ABLIM1;-3,05E+14;7,16E+14;1,29E+14;2,91E+12;8,52E+14
TMEM131;-2,89E+14;7,07E+14;1,29E+14;2,91E+14;8,52E+14
KRT78;2,17E+14;-3,66E+14;1,28E+14;2,94E+14;8,60E+14
ELOVL4;-4,27E+14;4,46E+14;1,27E+14;2,99E+14;8,71E+14
UST;-4,59E+14;4,07E+14;1,27E+14;3,00E+13;8,71E+14
VARS;3,48E+14;6,39E+14;1,27E+14;3,02E+14;8,74E+14
E2F4;3,54E+14;5,94E+14;1,27E+14;3,02E+14;8,74E+14
HSH2D;7,52E+14;2,29E+14;1,27E+14;3,02E+14;8,74E+14
MLKL;4,86E+14;3,85E+13;1,27E+14;3,06E+14;8,82E+14
CORO1A;7,32E+14;2,93E+14;1,27E+14;3,07E+14;8,84E+14
PSMB9;1,01E+14;2,40E+14;1,26E+14;3,10E+14;8,90E+14
CBR1;-3,24E+13;6,50E+14;1,26E+14;3,11E+14;8,91E+14
PIK3R3;-4,03E+14;5,38E+14;1,26E+14;3,13E+14;8,93E+14
HIVEP2;3,07E+14;6,34E+14;1,26E+14;3,13E+14;8,93E+14
PRCP;-3,61E+14;5,74E+14;1,26E+14;3,15E+14;8,97E+14
AFAP1L1;3,80E+14;4,84E+14;1,25E+13;3,19E+13;9,05E+14
TPCN1;3,69E+14;5,69E+13;1,25E+14;3,19E+14;9,05E+14
SAT1;2,87E+13;1,03E+14;1,25E+14;3,22E+14;9,10E+14
SMAD5;-3,02E+14;6,56E+14;1,25E+14;3,25E+14;9,16E+14
RNPC3;-5,27E+14;4,26E+14;1,24E+14;3,26E+14;9,18E+14
GCNT4;-7,96E+14;2,60E+14;1,24E+14;3,34E+14;9,34E+14
DUOX2;5,36E+14;3,73E+14;1,24E+14;3,34E+14;9,34E+14
MME;-7,01E+14;2,28E+14;1,24E+14;3,34E+14;9,34E+14
TMEM99;-5,03E+14;3,44E+14;1,24E+14;3,35E+14;9,34E+14
RPL17;-3,98E+14;4,98E+14;1,23E+14;3,35E+14;9,34E+14
SERPINB4;1,13E+14;1,70E+14;1,23E+14;3,38E+13;9,41E+14
MICALCL;4,28E+14;4,45E+14;1,23E+14;3,40E+14;9,43E+14
LETM1;3,15E+14;6,41E+14;1,23E+14;3,42E+14;9,47E+13
EYA1;-7,34E+14;2,88E+14;1,23E+14;3,43E+14;9,49E+14
LINC00672;-1,15E+14;9,22E+14;1,23E+13;3,44E+14;9,49E+14
MIR936;3,18E+13;-1,11E+13;1,22E+13;3,46E+13;9,51E+14
ENPP5;-7,90E+14;2,35E+14;1,22E+14;3,47E+14;9,53E+14
SLC35D1;-4,11E+14;5,26E+14;1,22E+14;3,48E+14;9,53E+14
SLC7A8;-4,35E+14;4,89E+14;1,22E+14;3,50E+14;9,59E+14
CEP55;-3,74E+13;4,75E+14;1,22E+14;3,55E+14;9,68E+14
SH3PXD2B;2,91E+14;7,35E+14;1,21E+14;3,55E+14;9,68E+14
KRT16;4,26E+14;7,11E+13;1,21E+14;3,57E+14;9,71E+14
MYC;3,07E+14;8,25E+14;1,21E+14;3,59E+14;9,73E+14
PER3;-5,13E+14;3,39E+14;1,21E+14;3,60E+14;9,73E+14
PLEKHA5;-3,43E+14;6,24E+14;1,21E+14;3,61E+14;9,73E+14
LGALS8;-2,81E+14;7,57E+14;1,21E+13;3,61E+13;9,73E+14
TUBG1;3,58E+13;6,40E+14;1,21E+14;3,62E+14;9,75E+14
RHOBTB3;-4,19E+14;5,34E+14;1,21E+14;3,64E+14;9,78E+14
BCL2L11;-5,56E+14;3,32E+14;1,20E+14;3,66E+14;9,80E+14
N4BP3;8,65E+14;2,33E+13;1,20E+14;3,67E+14;9,81E+13
BIK;6,16E+14;2,88E+13;1,20E+14;3,67E+14;9,81E+13
UFL1;-4,31E+14;5,22E+14;1,20E+14;3,74E+14;9,96E+14
TUFM;2,90E+14;7,67E+14;1,20E+14;3,76E+14;9,97E+13
SCNN1B;-6,52E+14;2,34E+13;1,20E+14;3,76E+14;9,97E+13
C15orf62;1,26E+14;5,24E+14;1,19E+14;3,79E+14;1,00E+14
MANEA;-6,12E+14;2,81E+14;1,19E+14;3,80E+14;1,01E+14
ACLY;2,89E+14;9,14E+14;1,19E+14;3,81E+14;1,01E+14
LTBP2;3,05E+14;7,60E+14;1,19E+14;3,83E+14;1,01E+14
HMGCS1;3,37E+14;8,12E+14;1,19E+14;3,85E+14;1,01E+14
ARHGAP25;5,50E+14;3,08E+14;1,18E+14;3,89E+12;1,01E+14
GPR176;6,70E+14;3,03E+14;1,18E+14;3,89E+14;1,01E+14
DSC3;-2,91E+14;8,01E+14;1,18E+14;3,90E+14;1,01E+14
LAP3;3,53E+14;5,92E+14;1,18E+14;3,90E+14;1,01E+14
TROVE2;-6,22E+14;3,67E+14;1,18E+14;3,91E+14;1,01E+14
TICAM1;3,42E+14;6,20E+14;1,18E+14;3,91E+14;1,01E+14
PARP14;3,04E+14;6,30E+14;1,18E+14;3,92E+14;1,01E+14
FZD1;-5,15E+14;3,71E+14;1,18E+14;3,93E+14;1,01E+14
ATP7A;-4,88E+14;4,00E+14;1,18E+14;3,93E+14;1,01E+14
PHIP;-3,77E+13;5,54E+13;1,18E+14;3,93E+14;1,01E+14
ANKH;-3,99E+14;4,65E+14;1,18E+14;3,94E+14;1,01E+14
FAM161A;-8,28E+14;1,65E+14;1,18E+14;3,95E+14;1,01E+14
ZNF718;-1,06E+14;1,51E+14;1,18E+14;3,95E+13;1,01E+14
DAPP1;3,01E+14;6,24E+14;1,18E+14;3,98E+14;1,02E+14
CD74;4,62E+14;4,61E+13;1,18E+14;3,98E+13;1,02E+14
ADAM19;3,21E+14;6,26E+14;1,18E+13;3,98E+14;1,02E+14
PPP1CC;-4,37E+14;6,12E+14;1,17E+14;4,00E+14;1,02E+14
PLEK2;3,29E+14;6,50E+14;1,17E+14;4,02E+14;1,02E+14
FNDC3B;3,11E+14;7,87E+14;1,17E+14;4,03E+14;1,02E+14
GNA15;3,76E+14;6,26E+14;1,17E+14;4,04E+14;1,02E+14
NFIL3;-3,78E+14;5,32E+14;1,17E+14;4,06E+14;1,02E+14
SQLE;3,23E+14;7,15E+14;1,17E+14;4,06E+14;1,02E+14
RRP1;3,84E+14;4,68E+14;1,17E+14;4,08E+14;1,02E+14
TINCR;-5,06E+14;3,82E+14;1,17E+14;4,10E+14;1,03E+14
FAM171B;-6,07E+14;3,12E+13;1,16E+14;4,11E+14;1,03E+14
PDIA5;3,43E+14;5,13E+14;1,16E+14;4,12E+14;1,03E+14
GLRX;4,44E+13;5,38E+14;1,16E+14;4,13E+14;1,03E+12
TLL2;-8,82E+14;1,76E+14;1,16E+14;4,17E+14;1,04E+14
ANK3;-3,70E+14;5,29E+14;1,16E+13;4,17E+14;1,04E+14
TTC9;2,96E+14;6,73E+14;1,16E+14;4,17E+14;1,04E+14
GJB4;3,87E+14;4,64E+14;1,16E+14;4,19E+14;1,04E+14
IL33;5,97E+14;3,16E+14;1,16E+14;4,19E+14;1,04E+14
SULF2;-2,99E+14;7,98E+14;1,16E+14;4,22E+14;1,04E+14
SMC3;-3,32E+14;6,34E+14;1,15E+14;4,24E+14;1,04E+14
SHB;3,51E+14;5,49E+13;1,15E+14;4,27E+14;1,05E+13
FGFR2;-3,91E+12;4,60E+14;1,15E+14;4,28E+14;1,05E+14
LINC00113;-1,38E+14;4,27E+14;1,15E+14;4,32E+14;1,06E+14
C1orf74;3,37E+14;5,73E+13;1,15E+14;4,34E+14;1,06E+13
SP3;-3,54E+14;6,06E+14;1,14E+14;4,38E+14;1,06E+13
FNIP1;-4,07E+14;4,84E+14;1,14E+14;4,38E+14;1,06E+13
WDHD1;-4,50E+14;3,88E+12;1,14E+14;4,38E+13;1,06E+13
C1orf21;-3,80E+14;5,25E+14;1,14E+14;4,38E+14;1,06E+13
BTG3;4,03E+14;4,61E+14;1,14E+14;4,38E+14;1,06E+13
NECAP2;3,11E+14;6,33E+14;1,14E+14;4,41E+13;1,07E+14
CAPN7;-4,83E+14;4,88E+14;1,14E+14;4,42E+13;1,07E+14
MAOA;3,02E+14;7,43E+14;1,14E+14;4,44E+14;1,07E+14
APOD;-6,42E+14;2,79E+14;1,14E+13;4,46E+14;1,07E+13
TBC1D8;-3,72E+13;5,26E+13;1,14E+14;4,48E+13;1,07E+14
CRYM;-3,01E+14;-1,22E+14;1,13E+14;4,50E+14;1,08E+14
ALDH3A2;-3,22E+14;6,75E+14;1,13E+14;4,52E+13;1,08E+14
PARD6G;-3,68E+14;4,56E+14;1,13E+14;4,53E+14;1,08E+13
MOGS;3,11E+14;6,31E+14;1,13E+14;4,55E+14;1,08E+14
DNAJB4;-5,88E+14;4,64E+14;1,13E+14;4,57E+14;1,09E+14
MUC16;-4,70E+14;4,88E+14;1,13E+14;4,58E+14;1,09E+14
ZNF468;-4,10E+14;4,56E+14;1,13E+13;4,58E+14;1,09E+14
ARRDC4;-3,43E+14;7,35E+14;1,13E+14;4,58E+14;1,09E+14
PLK3;4,04E+14;5,00E+14;1,12E+14;4,66E+14;1,10E+14
PUM2;-3,03E+14;6,45E+14;1,12E+14;4,68E+14;1,10E+14
SORL1;-3,60E+14;5,33E+13;1,12E+14;4,69E+14;1,10E+14
MYO10;2,86E+14;8,31E+14;1,12E+13;4,70E+14;1,10E+14
SFRP1;-3,21E+14;6,13E+14;1,12E+14;4,71E+14;1,10E+14
SEMA4B;3,66E+14;8,09E+14;1,12E+14;4,71E+14;1,10E+14
SLC15A2;-4,16E+14;4,04E+14;1,12E+14;4,74E+13;1,11E+14
FLII;2,98E+14;8,06E+14;1,12E+13;4,74E+14;1,11E+14
SPRR1B;5,11E+14;7,59E+14;1,11E+14;4,76E+14;1,11E+14
SLC9A9;-8,62E+14;1,83E+14;1,11E+13;4,79E+14;1,11E+14
SLC2A6;5,50E+14;4,20E+14;1,11E+14;4,83E+14;1,12E+14
PPIF;3,35E+14;5,55E+14;1,11E+12;4,85E+14;1,12E+14
IGFL1;1,05E+14;1,40E+14;1,11E+14;4,86E+14;1,12E+14
MYPN;1,05E+14;1,12E+14;1,11E+14;4,87E+14;1,12E+14
NOP2;2,95E+14;6,18E+14;1,11E+14;4,88E+14;1,12E+14
BTG1;2,84E+14;6,74E+14;1,11E+14;4,88E+14;1,12E+14
ACER2;-5,34E+14;3,74E+14;1,11E+14;4,89E+13;1,12E+14
DENND4C;-4,01E+14;5,91E+14;1,11E+14;4,89E+14;1,12E+14
LGI3;-1,66E+14;-1,12E+14;1,11E+14;4,90E+14;1,12E+14
CNTRL;-4,25E+14;4,36E+14;1,10E+14;4,93E+14;1,13E+14
GNA13;-5,22E+14;4,87E+14;1,10E+14;4,95E+14;1,13E+14
EFHD2;4,16E+14;6,78E+14;1,10E+14;4,95E+14;1,13E+14
L3MBTL4;2,12E+14;-4,63E+13;1,10E+14;4,97E+14;1,13E+14
LGALSL;4,33E+14;4,48E+14;1,10E+14;4,98E+14;1,13E+14
CDC34;4,29E+14;5,87E+14;1,10E+14;5,01E+14;1,13E+14
HYAL1;6,94E+14;2,95E+14;1,10E+14;5,01E+13;1,13E+14
MCF2;-1,73E+13;1,29E+14;1,10E+13;5,02E+14;1,13E+14
ANXA6;3,32E+14;6,29E+14;1,10E+14;5,02E+14;1,13E+14
ZNF319;4,37E+14;4,62E+14;1,10E+14;5,05E+14;1,14E+14
SLK;-2,93E+14;7,84E+14;1,10E+14;5,05E+14;1,14E+14
LSS;2,89E+14;7,40E+14;1,09E+14;5,07E+14;1,14E+14
WNT4;8,64E+14;3,30E+14;1,09E+14;5,08E+14;1,14E+14
SRM;3,83E+14;5,07E+14;1,09E+14;5,09E+14;1,14E+14
S100A7A;3,68E+14;-1,37E+14;1,09E+14;5,09E+14;1,14E+14
ZFP57;9,74E+14;1,33E+14;1,09E+14;5,11E+13;1,14E+14
ALAS1;3,34E+14;5,77E+14;1,09E+14;5,12E+14;1,14E+14
TP53AIP1;-5,78E+13;2,81E+13;1,09E+14;5,17E+14;1,15E+14
NCOA7;3,44E+14;5,38E+14;1,09E+14;5,18E+13;1,15E+14
SLFN5;2,66E+14;7,18E+14;1,09E+14;5,19E+12;1,15E+14
ATRX;-3,73E+14;6,85E+14;1,09E+14;5,20E+14;1,15E+14
CTGF;-3,17E+14;5,72E+14;1,08E+14;5,23E+14;1,15E+14
CENPE;-4,60E+13;4,24E+14;1,08E+14;5,24E+13;1,15E+14
GXYLT1;-6,02E+14;3,24E+14;1,08E+14;5,24E+14;1,15E+14
IL1RN;3,19E+14;9,05E+14;1,08E+14;5,24E+13;1,15E+14
ADCY1;-8,21E+13;1,71E+14;1,08E+14;5,25E+14;1,15E+14
ZNF507;-3,58E+13;4,68E+14;1,08E+13;5,30E+14;1,16E+14
TRMT1L;-4,22E+14;5,25E+14;1,08E+14;5,31E+14;1,16E+14
COPG1;2,87E+14;7,39E+14;1,08E+14;5,33E+14;1,16E+14
UPP1;3,00E+13;6,55E+14;1,08E+14;5,34E+14;1,16E+14
HSD17B2;7,31E+14;2,50E+14;1,08E+14;5,35E+14;1,16E+14
EEF1E1;-1,81E+14;5,34E+14;1,08E+14;5,37E+14;1,17E+14
SCD5;-3,32E+14;6,63E+14;1,07E+14;5,38E+14;1,17E+14
SRGAP3;-3,38E+14;5,32E+14;1,07E+14;5,40E+14;1,17E+14
VWA8;-2,86E+13;6,26E+14;1,07E+14;5,43E+14;1,17E+14
PCYOX1;-2,89E+14;7,17E+13;1,07E+14;5,44E+14;1,17E+14
EPB41L3;8,34E+14;1,78E+14;1,07E+14;5,47E+14;1,18E+14
FUT2;3,83E+14;4,71E+14;1,07E+14;5,50E+14;1,18E+14
DCK;-5,37E+14;3,93E+14;1,07E+14;5,53E+14;1,18E+13
RPL39;-3,80E+13;5,49E+14;1,07E+14;5,53E+14;1,18E+13
TBC1D15;-4,49E+14;4,85E+14;1,07E+14;5,54E+14;1,18E+13
PLA2G4F;-8,70E+14;1,68E+14;1,06E+14;5,55E+14;1,19E+14
FMO5;-1,40E+14;4,38E+14;1,06E+14;5,58E+14;1,19E+14
ZBTB7C;-6,53E+14;2,07E+14;1,06E+14;5,59E+13;1,19E+14
TNFAIP1;2,74E+14;7,21E+12;1,06E+14;5,59E+14;1,19E+14
PWP2;3,44E+14;5,29E+14;1,06E+14;5,62E+14;1,19E+14
PIK3R1;-3,96E+14;5,37E+14;1,06E+14;5,64E+14;1,20E+14
GNA12;3,59E+14;5,88E+13;1,06E+14;5,65E+13;1,20E+14
ST3GAL5;4,47E+13;3,80E+12;1,06E+14;5,66E+14;1,20E+13
TUBB2A;4,04E+14;4,18E+14;1,06E+14;5,69E+14;1,20E+14
FHL2;-3,43E+14;5,71E+14;1,05E+14;5,74E+14;1,21E+14
FLRT2;-2,81E+14;7,06E+14;1,05E+14;5,74E+14;1,21E+14
CEP44;-6,13E+14;3,04E+14;1,05E+14;5,75E+14;1,21E+14
THSD1;3,95E+13;5,22E+14;1,05E+13;5,78E+14;1,21E+13
ASB2;5,93E+13;2,84E+14;1,05E+14;5,79E+14;1,21E+13
ENTPD3;2,86E+14;6,24E+13;1,05E+14;5,82E+14;1,21E+13
ARF4;2,91E+14;7,10E+13;1,05E+14;5,82E+14;1,21E+13
CERS6;-3,54E+14;5,90E+14;1,05E+14;5,83E+14;1,21E+13
TOR1B;3,15E+14;5,43E+14;1,05E+14;5,83E+14;1,21E+13
HEG1;-2,64E+14;7,43E+14;1,05E+14;5,83E+14;1,21E+13
UCK2;3,18E+14;5,81E+14;1,05E+13;5,84E+14;1,21E+13
ENO2;3,85E+14;4,82E+14;1,05E+14;5,84E+14;1,21E+13
MARCKSL1;2,91E+13;6,48E+14;1,05E+14;5,86E+14;1,21E+14
FAM214A;-4,47E+14;4,66E+14;1,05E+13;5,89E+14;1,22E+13
NDRG2;3,34E+14;5,65E+14;1,04E+14;5,93E+14;1,22E+13
HOOK1;-6,01E+14;4,28E+14;1,04E+14;6,03E+14;1,24E+14
CENPP;-8,01E+14;1,43E+14;1,04E+14;6,05E+14;1,24E+14
CSTA;3,43E+14;7,48E+14;1,04E+14;6,07E+14;1,24E+14
CES1;6,90E+14;2,46E+14;1,03E+14;6,12E+14;1,25E+14
MEF2A;-3,30E+14;5,06E+13;1,03E+14;6,12E+12;1,25E+14
CPD;-3,42E+13;8,08E+14;1,03E+14;6,13E+14;1,25E+14
FAM50A;2,70E+14;6,77E+14;1,03E+14;6,14E+14;1,25E+14
MLLT11;3,03E+14;6,54E+14;1,03E+14;6,15E+14;1,25E+14
ISG15;7,91E+14;2,47E+14;1,03E+13;6,15E+13;1,25E+14
TMEM106B;-4,13E+13;4,76E+14;1,03E+14;6,17E+14;1,25E+14
VIPR1;-8,10E+14;1,95E+14;1,03E+14;6,18E+14;1,25E+14
MICB;4,26E+14;4,24E+14;1,03E+14;6,19E+13;1,25E+14
TNFSF15;6,45E+13;2,20E+14;1,03E+14;6,27E+14;1,26E+14
NHLH2;-9,07E+13;1,44E+14;1,03E+14;6,27E+14;1,26E+14
ARNTL2;3,39E+14;6,11E+14;1,02E+14;6,29E+14;1,26E+14
LRRC69;-2,87E+14;-1,31E+12;1,02E+13;6,30E+14;1,26E+14
KIAA0100;2,85E+14;8,23E+14;1,02E+14;6,30E+14;1,26E+14
CCDC15;-9,10E+14;1,65E+14;1,02E+14;6,37E+14;1,27E+14
PLCE1;-5,76E+13;2,60E+14;1,02E+14;6,38E+14;1,27E+14
FAM111A;-3,33E+14;5,34E+13;1,02E+14;6,38E+13;1,27E+14
CD99;3,51E+14;7,85E+13;1,02E+14;6,41E+14;1,28E+14
PRSS16;-6,91E+14;1,93E+14;1,02E+14;6,43E+14;1,28E+14
SEMA6A;4,19E+14;3,82E+14;1,02E+14;6,43E+13;1,28E+14
POLR3E;3,61E+14;4,89E+14;1,02E+14;6,46E+14;1,28E+14
LRP11;-3,35E+14;6,47E+14;1,01E+14;6,49E+14;1,29E+14
HMGB3;2,67E+14;8,52E+13;1,01E+14;6,52E+13;1,29E+14
PCSK9;3,61E+13;5,04E+14;1,01E+14;6,52E+14;1,29E+14
FMN1;-5,00E+14;3,37E+14;1,01E+14;6,52E+14;1,29E+14
YTHDC2;-3,93E+14;5,69E+14;1,01E+14;6,54E+13;1,29E+14
MTSS1L;-3,31E+14;6,64E+14;1,01E+14;6,58E+14;1,30E+14
MAN1A2;-3,06E+14;6,21E+14;1,01E+14;6,60E+13;1,30E+14
FAM83G;4,17E+14;4,79E+14;1,01E+13;6,62E+14;1,30E+14
EPGN;-5,42E+13;3,15E+13;1,00E+14;6,70E+14;1,31E+14
MAST4;2,81E+14;6,83E+14;1,00E+14;6,71E+14;1,31E+14
DCUN1D1;-3,53E+14;5,48E+14;1,00E+14;6,72E+14;1,31E+14
ARHGAP29;-4,52E+14;5,59E+14;1,00E+14;6,76E+14;1,32E+13
PTPN4;-4,82E+14;3,48E+14;1,00E+14;6,79E+14;1,32E+14
LANCL1;-4,20E+14;5,37E+14;1,00E+15;6,79E+14;1,32E+14
