X	control_1h	exposed_1h	exposed_1h
242727_at	53.7	52.4	52.4
242728_at	6.6	5.7	5.7
242729_at	21.8	8.1	8.1
242730_at	18.3	12.0	12.0
242731_x_at	10.1	12.3	12.3
242732_at	18.9	1.7	1.7
242733_at	6.2	4.1	4.1
242734_x_at	23.5	10.9	10.9
242735_x_at	48.2	47.1	47.1
242736_at	5.6	2.9	2.9
242737_at	14.8	7.9	7.9
242738_s_at	80.6	142.0	142.0
242739_at	4.0	5.2	5.2
242740_at	5.1	6.5	6.5
242741_x_at	9.3	8.6	8.6
242742_at	5.5	2.8	2.8
242743_at	39.0	25.4	25.4
242744_s_at	12.4	6.1	6.1
242745_at	22.3	5.6	5.6
242746_at	2.2	1.8	1.8
242747_at	2.2	15.9	15.9
242748_at	66.6	53.3	53.3
242749_at	10.3	18.4	18.4
242750_at	17.1	5.9	5.9
242751_at	46.1	54.7	54.7
242752_at	10.9	4.8	4.8
242753_x_at	23.0	11.6	11.6
242754_at	32.0	12.8	12.8
242755_at	1.0	5.0	5.0
242756_at	2.5	3.9	3.9
242757_at	4.5	1.3	1.3
242758_x_at	18.6	5.2	5.2
242759_at	30.4	30.3	30.3
242760_x_at	32.8	37.9	37.9
242761_s_at	54.8	79.0	79.0
242762_s_at	9.0	1.1	1.1
242763_at	12.8	21.4	21.4
242764_at	1.9	6.5	6.5
242765_at	13.0	17.9	17.9
242766_at	1.7	6.1	6.1
242767_at	123.7	85.7	85.7
242768_at	1.1	9.2	9.2
242769_at	11.0	5.5	5.5
242770_at	65.5	61.9	61.9
242771_at	3.1	6.9	6.9
242772_x_at	0.8	7.4	7.4
242773_at	19.0	7.8	7.8
242774_at	5.6	14.0	14.0
242775_at	127.6	147.5	147.5
242776_at	12.5	29.5	29.5
242777_at	4.9	2.1	2.1
242778_at	16.7	23.1	23.1
242779_at	32.8	14.3	14.3
242780_at	17.6	25.4	25.4
242781_at	10.9	52.3	52.3
242782_x_at	25.5	13.9	13.9
242783_at	20.4	6.2	6.2
242784_at	10.3	0.9	0.9
242785_at	4.3	3.0	3.0
242786_at	37.3	32.9	32.9
242787_at	33.3	46.0	46.0
242788_at	27.2	18.1	18.1
242789_at	9.8	1.3	1.3
242790_at	20.4	19.6	19.6
242791_at	15.3	1.9	1.9
242792_at	25.3	7.1	7.1
242793_at	9.2	2.1	2.1
242794_at	14.0	2.5	2.5
242795_at	9.7	5.1	5.1
242796_x_at	0.4	4.5	4.5
242797_x_at	16.0	8.2	8.2
242798_at	36.8	19.0	19.0
242799_at	3.8	8.3	8.3
242800_at	4.0	10.7	10.7
242801_at	4.8	1.2	1.2
242802_x_at	12.8	0.4	0.4
242803_at	2.8	8.1	8.1
242804_at	29.3	10.6	10.6
242805_at	3.6	8.6	8.6
242806_at	33.4	21.4	21.4
242807_at	52.8	53.5	53.5
242808_at	9.2	11.6	11.6
242809_at	29.5	3.9	3.9
242810_x_at	37.3	15.7	15.7
242811_x_at	15.9	10.0	10.0
242812_at	47.2	32.6	32.6
242813_at	8.8	23.4	23.4
242814_at	26.0	32.3	32.3
242815_x_at	7.0	2.4	2.4
242816_at	2.8	1.8	1.8
242817_at	7.7	14.8	14.8
242818_x_at	19.1	8.1	8.1
242819_at	5.5	11.0	11.0
242820_at	0.3	2.6	2.6
242821_at	3.4	15.3	15.3
242822_at	29.4	7.7	7.7
242823_at	2.8	0.9	0.9
242824_at	14.8	16.2	16.2
242825_at	4.4	1.6	1.6
242826_at	44.6	44.5	44.5
242827_x_at	22.2	1.7	1.7
242828_at	15.4	20.7	20.7
242829_x_at	35.0	16.1	16.1
242830_at	2.2	2.8	2.8
242831_at	4.7	0.9	0.9
242832_at	4.3	3.4	3.4
242833_at	1.8	6.8	6.8
242834_at	7.8	7.3	7.3
242835_s_at	3.6	8.4	8.4
242836_at	25.2	13.2	13.2
242837_at	51.0	79.6	79.6
242838_at	29.7	30.1	30.1
242839_at	12.6	7.0	7.0
242840_at	15.1	0.6	0.6
242841_at	15.0	22.7	22.7
242842_at	23.3	18.0	18.0
242843_at	34.2	30.6	30.6
242844_at	147.7	179.9	179.9
242845_at	2.9	4.3	4.3
242846_at	3.4	2.6	2.6
242847_at	45.6	35.1	35.1
242848_x_at	21.9	11.0	11.0
242849_at	16.4	5.5	5.5
242850_at	5.3	32.4	32.4
242851_at	23.2	20.6	20.6
242852_at	13.5	2.3	2.3
242853_at	22.0	44.0	44.0
242854_x_at	9.4	6.9	6.9
242855_at	39.1	22.5	22.5
242856_at	1.9	4.4	4.4
242857_at	167.6	184.8	184.8
242858_at	39.3	38.6	38.6
242859_at	11.5	4.3	4.3
242860_at	35.0	10.8	10.8
242861_at	26.4	12.4	12.4
242862_x_at	71.2	55.9	55.9
242863_at	33.1	11.6	11.6
242864_at	9.2	15.4	15.4
242865_at	15.1	26.9	26.9
242866_x_at	19.7	9.8	9.8
242867_x_at	4.8	6.4	6.4
242868_at	11.5	26.6	26.6
242869_at	2.0	1.8	1.8
242870_at	25.8	79.4	79.4
242871_at	1.8	1.0	1.0
242872_at	2.9	2.2	2.2
242873_at	8.4	15.6	15.6
242874_at	3.9	1.6	1.6
242875_at	33.8	20.1	20.1
242876_at	24.0	15.2	15.2
242877_at	8.9	5.6	5.6
242878_at	6.3	8.0	8.0
242879_x_at	37.7	29.3	29.3
242880_at	10.6	8.8	8.8
242881_x_at	73.9	90.1	90.1
242882_at	20.5	37.0	37.0
242883_at	10.0	7.1	7.1
242884_at	3.2	1.2	1.2
242885_at	25.9	22.0	22.0
242886_at	3.9	8.9	8.9
242887_at	39.6	21.5	21.5
242888_at	88.0	58.6	58.6
242889_x_at	45.4	29.5	29.5
242890_at	66.5	183.1	183.1
242891_at	11.3	2.7	2.7
242892_at	5.8	8.7	8.7
242893_at	25.6	0.7	0.7
242894_at	12.9	9.6	9.6
242895_x_at	44.0	28.6	28.6
242896_at	4.0	3.1	3.1
242897_at	20.5	4.8	4.8
242898_at	9.5	34.7	34.7
242899_at	2.8	6.7	6.7
242900_at	28.5	33.6	33.6
242901_at	12.2	2.3	2.3
242902_at	16.0	7.3	7.3
242903_at	2.1	12.8	12.8
242904_x_at	1.7	10.5	10.5
242905_at	44.4	41.6	41.6
242906_at	2.8	7.1	7.1
242907_at	18.5	15.9	15.9
242908_x_at	1.4	0.4	0.4
242909_at	10.5	0.2	0.2
242910_x_at	7.2	2.1	2.1
242911_at	6.1	17.3	17.3
242912_at	4.1	15.7	15.7
242913_at	41.2	12.1	12.1
242914_at	3.7	8.5	8.5
242915_at	49.7	54.0	54.0
242916_at	3.1	6.4	6.4
242917_at	26.2	4.0	4.0
242918_at	0.8	7.1	7.1
242919_at	67.3	49.4	49.4
242920_at	2.6	15.3	15.3
242921_at	8.7	16.8	16.8
242922_at	61.8	57.5	57.5
242923_at	92.7	85.3	85.3
242924_at	2.7	5.3	5.3
242925_at	1.9	1.1	1.1
242926_at	24.8	3.3	3.3
242927_at	16.6	8.1	8.1
242928_at	19.8	11.4	11.4
242929_at	10.6	1.7	1.7
242930_at	2.8	11.2	11.2
242931_at	20.2	13.8	13.8
242932_at	30.0	17.2	17.2
242933_at	24.6	2.3	2.3
242934_at	38.3	29.3	29.3
242935_at	39.9	33.3	33.3
242936_at	4.4	3.7	3.7
242937_at	20.1	17.6	17.6
242938_s_at	49.8	84.1	84.1
242939_at	168.3	157.4	157.4
242940_x_at	0.6	2.7	2.7
242941_x_at	4.4	3.5	3.5
242942_at	30.6	51.0	51.0
242943_at	2.5	3.2	3.2
242944_at	4.9	7.9	7.9
242945_at	5.1	1.3	1.3
242946_at	9.0	0.7	0.7
242947_at	22.1	8.4	8.4
242948_x_at	3.7	4.6	4.6
242949_x_at	34.1	22.0	22.0
242950_x_at	26.5	9.9	9.9
242951_at	17.5	13.1	13.1
242952_at	9.2	4.3	4.3
242953_at	77.4	42.4	42.4
242954_at	3.8	2.5	2.5
242955_x_at	1.6	3.8	3.8
242956_at	24.7	15.5	15.5
242957_at	10.7	3.8	3.8
242958_x_at	9.3	8.1	8.1
242959_at	27.5	19.4	19.4
242960_at	18.2	3.2	3.2
242961_x_at	270.7	225.1	225.1
242962_at	6.0	2.3	2.3
242963_at	68.0	77.1	77.1
242964_at	10.6	9.4	9.4
242965_at	0.7	0.3	0.3
242966_x_at	26.9	31.8	31.8
242967_at	3.7	8.1	8.1
242968_at	44.3	26.2	26.2
242969_at	19.1	10.4	10.4
242970_at	21.1	18.7	18.7
242971_at	37.2	30.9	30.9
242972_at	5.6	11.7	11.7
242973_at	14.2	8.0	8.0
242974_at	10.4	1.4	1.4
242975_s_at	24.9	26.3	26.3
242976_at	11.2	5.9	5.9
242977_at	18.3	0.9	0.9
242978_x_at	91.6	58.2	58.2
242979_at	37.6	44.6	44.6
242980_at	23.6	0.9	0.9
242981_at	70.4	50.7	50.7
242982_x_at	3.1	14.0	14.0
242983_at	14.6	10.2	10.2
242984_at	37.1	38.1	38.1
242985_x_at	1.4	2.5	2.5
242986_at	8.4	4.0	4.0
242987_x_at	9.4	2.2	2.2
242988_at	4.2	2.7	2.7
242989_at	10.4	12.4	12.4
242990_at	30.1	21.7	21.7
242991_at	19.0	19.3	19.3
242992_at	33.9	25.3	25.3
242993_at	18.7	10.1	10.1
242994_at	26.3	37.8	37.8
242995_at	25.4	16.9	16.9
242996_at	16.4	16.5	16.5
242997_at	32.2	29.6	29.6
242998_at	2.9	2.3	2.3
242999_at	10.1	8.8	8.8
243000_at	44.4	31.3	31.3
243001_at	24.2	17.4	17.4
243002_at	16.6	7.4	7.4
243003_at	17.9	17.3	17.3
243004_at	33.6	33.8	33.8
243005_at	10.5	3.0	3.0
243006_at	17.4	8.8	8.8
243007_at	68.6	45.3	45.3
243008_at	16.0	8.8	8.8
243009_at	27.7	6.0	6.0
243010_at	53.3	42.2	42.2
243011_at	68.7	90.6	90.6
243012_at	13.5	6.3	6.3
243013_at	16.2	7.2	7.2
243014_at	3.5	2.3	2.3
243015_at	18.8	3.8	3.8
243016_at	13.9	3.5	3.5
243017_at	20.4	10.1	10.1
243018_at	32.0	17.6	17.6
243019_at	13.3	4.6	4.6
243020_at	6.9	15.7	15.7
243021_at	15.8	2.4	2.4
243022_at	37.6	27.1	27.1
243023_at	10.2	1.9	1.9
243024_at	59.1	45.4	45.4
243025_at	2.2	18.3	18.3
243026_x_at	78.2	119.1	119.1
243027_at	5.4	3.1	3.1
243028_x_at	5.9	0.2	0.2
243029_at	46.5	22.6	22.6
243030_at	14.9	18.8	18.8
243031_at	10.3	11.0	11.0
243032_at	14.3	3.2	3.2
243033_at	20.5	1.2	1.2
243034_at	24.4	12.8	12.8
243035_at	4.9	0.7	0.7
243036_at	2.8	0.6	0.6
243037_at	40.1	29.1	29.1
243038_at	3.3	1.2	1.2
243039_at	4.3	18.1	18.1
243040_at	2.3	0.5	0.5
243041_s_at	72.2	78.5	78.5
243042_at	66.0	62.8	62.8
243043_at	24.6	24.1	24.1
243044_at	11.6	12.5	12.5
243045_at	55.4	2.6	2.6
243046_at	28.0	17.8	17.8
243047_at	22.7	27.8	27.8
243048_at	6.2	4.1	4.1
243049_at	8.7	0.9	0.9
243050_at	9.2	28.2	28.2
243051_at	23.7	17.7	17.7
243052_at	28.7	40.6	40.6
243053_x_at	19.0	12.9	12.9
243054_at	4.0	7.2	7.2
243055_at	23.7	17.3	17.3
243056_at	19.6	11.9	11.9
243057_at	9.7	13.1	13.1
243058_at	11.2	5.9	5.9
243059_at	4.4	12.1	12.1
243060_at	8.5	4.3	4.3
243061_at	4.6	4.7	4.7
243062_at	20.6	15.8	15.8
243063_at	1.4	10.3	10.3
243064_at	4.0	2.1	2.1
243065_at	19.1	11.0	11.0
243066_at	5.9	8.4	8.4
243067_at	36.4	9.4	9.4
243068_at	2.9	4.5	4.5
243069_at	30.6	10.9	10.9
243070_at	9.2	3.3	3.3
243071_at	3.0	33.7	33.7
243072_at	6.4	1.1	1.1
243073_at	4.1	9.6	9.6
243074_at	26.0	37.3	37.3
243075_at	14.8	5.1	5.1
243076_x_at	4.4	2.8	2.8
243077_at	34.3	9.3	9.3
243078_at	35.2	19.8	19.8
243079_x_at	20.7	3.8	3.8
243080_at	16.9	5.7	5.7
243081_at	18.1	10.2	10.2
243082_at	0.8	1.1	1.1
243083_at	4.0	2.9	2.9
243084_at	75.2	67.0	67.0
243085_at	24.9	7.5	7.5
243086_at	36.5	8.4	8.4
243087_at	14.9	1.5	1.5
243088_at	10.9	23.4	23.4
243089_at	13.2	15.2	15.2
243090_at	14.3	11.9	11.9
243091_at	3.0	9.6	9.6
243092_at	60.2	35.9	35.9
243093_at	6.5	27.1	27.1
243094_at	4.4	3.0	3.0
243095_at	47.5	13.2	13.2
243096_at	23.7	8.3	8.3
243097_x_at	20.3	20.2	20.2
243098_at	9.8	10.0	10.0
243099_at	32.9	13.9	13.9
243100_at	16.4	17.7	17.7
243101_x_at	13.7	17.0	17.0
243102_at	3.2	8.3	8.3
243103_at	17.0	16.4	16.4
243104_at	2.9	12.7	12.7
243105_at	15.7	1.9	1.9
243106_at	4.4	0.7	0.7
243107_at	3.6	2.4	2.4
243108_at	12.3	9.1	9.1
243109_at	1.8	6.1	6.1
243110_x_at	1.5	0.8	0.8
243111_at	6.7	9.8	9.8
243112_at	53.0	21.4	21.4
243113_at	3.5	7.5	7.5
243114_at	16.6	9.3	9.3
243115_at	11.9	15.9	15.9
243116_at	10.8	10.5	10.5
243117_at	20.4	4.4	4.4
243118_at	16.3	17.0	17.0
243119_at	15.3	4.2	4.2
243120_at	8.6	7.5	7.5
243121_x_at	26.3	67.3	67.3
243122_at	12.1	12.0	12.0
243123_at	6.5	2.2	2.2
243124_at	1.5	16.8	16.8
243125_x_at	21.5	4.6	4.6
243126_x_at	2.4	5.2	5.2
243127_x_at	10.4	14.5	14.5
243128_at	8.3	10.0	10.0
243129_at	10.0	22.5	22.5
243130_at	6.6	7.0	7.0
243131_x_at	7.4	9.8	9.8
243132_at	6.9	1.6	1.6
243133_at	30.0	3.5	3.5
243134_at	7.5	19.0	19.0
243135_x_at	3.2	1.9	1.9
243136_at	25.3	14.5	14.5
243137_at	3.9	3.2	3.2
243138_at	5.1	11.7	11.7
243139_at	21.2	9.5	9.5
243140_at	4.0	8.2	8.2
243141_at	76.3	113.3	113.3
243142_at	16.8	7.2	7.2
243143_at	3.1	0.8	0.8
243144_at	2.9	6.8	6.8
243145_at	15.0	15.3	15.3
243146_at	1.3	0.2	0.2
243147_x_at	59.3	48.1	48.1
243148_at	2.2	1.4	1.4
243149_at	18.3	13.5	13.5
243150_at	18.7	3.5	3.5
243151_at	2.5	1.0	1.0
243152_at	2.5	2.1	2.1
243153_at	9.9	2.1	2.1
243154_at	18.8	20.0	20.0
243155_at	14.4	1.4	1.4
243156_at	8.3	3.3	3.3
243157_at	5.4	1.8	1.8
243158_at	22.8	21.3	21.3
243159_x_at	10.1	0.3	0.3
243160_at	13.8	27.9	27.9
243161_x_at	8.8	11.1	11.1
243162_at	8.8	6.1	6.1
243163_at	8.7	9.0	9.0
243164_s_at	3.6	4.6	4.6
243165_at	14.4	5.8	5.8
243166_at	14.1	10.4	10.4
243167_at	3.6	1.1	1.1
243168_at	1.9	1.2	1.2
243169_at	14.8	7.3	7.3
243170_at	3.9	5.0	5.0
243171_at	20.6	7.6	7.6
243172_at	14.3	5.4	5.4
243173_at	3.3	12.3	12.3
243174_at	24.0	10.0	10.0
243175_at	3.3	10.9	10.9
243176_at	25.0	10.2	10.2
243177_at	1.8	8.4	8.4
243178_at	8.6	2.2	2.2
243179_at	27.9	27.0	27.0
243180_at	4.8	3.1	3.1
243181_at	32.5	23.3	23.3
243182_at	15.4	12.8	12.8
243183_at	2.8	0.6	0.6
243184_at	17.5	16.2	16.2
243185_at	9.3	11.8	11.8
243186_at	28.3	8.3	8.3
243187_at	4.9	3.6	3.6
243188_at	47.4	34.2	34.2
243189_at	8.2	14.5	14.5
243190_at	10.2	1.0	1.0
243191_at	3.6	4.7	4.7
243192_at	1.6	6.0	6.0
243193_at	11.9	3.6	3.6
243194_at	16.6	9.2	9.2
243195_s_at	9.4	17.5	17.5
243196_s_at	42.1	65.8	65.8
243197_at	7.8	5.4	5.4
243198_at	15.8	6.0	6.0
243199_at	11.9	2.7	2.7
243200_at	2.3	6.5	6.5
243201_at	32.3	21.4	21.4
243202_at	7.1	1.3	1.3
243203_at	2.8	2.3	2.3
243204_at	8.6	0.7	0.7
243205_at	7.3	4.8	4.8
243206_at	16.3	9.5	9.5
243207_at	5.7	1.2	1.2
243208_x_at	3.7	14.1	14.1
243209_at	33.8	25.3	25.3
243210_at	30.8	17.9	17.9
243211_at	18.0	0.4	0.4
243212_at	3.5	1.5	1.5
243213_at	41.4	15.4	15.4
243214_at	14.0	11.9	11.9
243215_at	1.7	11.9	11.9
243216_x_at	23.0	31.5	31.5
243217_at	30.4	11.2	11.2
243218_at	37.1	17.2	17.2
243219_x_at	3.2	7.9	7.9
243220_at	7.9	18.4	18.4
243221_at	10.4	2.0	2.0
243222_at	5.4	2.2	2.2
243223_at	5.2	4.4	4.4
243224_at	4.5	26.5	26.5
243225_at	1.3	5.9	5.9
243226_at	3.1	0.7	0.7
243227_at	19.3	8.5	8.5
243228_at	55.5	71.9	71.9
243229_at	24.5	18.1	18.1
243230_at	1.9	2.3	2.3
243231_at	18.4	9.9	9.9
243232_at	1.5	0.5	0.5
243233_at	1.1	8.4	8.4
243234_at	11.1	10.4	10.4
243235_at	2.0	0.6	0.6
243236_at	1.6	1.2	1.2
243237_at	37.5	6.2	6.2
243238_at	30.1	3.0	3.0
243239_at	4.3	1.6	1.6
243240_at	41.2	23.4	23.4
243241_at	5.9	11.3	11.3
243242_at	3.1	5.1	5.1
243243_at	36.6	4.7	4.7
243244_at	5.3	3.2	3.2
243245_at	11.0	14.8	14.8
243246_at	3.1	4.3	4.3
243247_at	2.1	6.1	6.1
243248_at	2.6	0.9	0.9
243249_at	93.4	50.8	50.8
243250_at	0.7	0.9	0.9
243251_at	2.6	0.9	0.9
243252_at	28.2	22.9	22.9
243253_at	11.2	4.1	4.1
243254_at	3.4	1.3	1.3
243255_at	22.5	17.4	17.4
243256_at	31.7	31.0	31.0
243257_at	6.8	0.3	0.3
243258_at	33.4	18.5	18.5
243259_at	29.8	25.1	25.1
243260_x_at	13.6	13.4	13.4
243261_at	97.4	47.3	47.3
243262_at	5.5	6.5	6.5
243263_at	3.0	3.8	3.8
243264_s_at	41.0	19.4	19.4
243265_at	2.0	1.8	1.8
243266_at	5.0	5.7	5.7
243267_x_at	22.7	71.0	71.0
243268_at	4.9	5.8	5.8
243269_s_at	6.3	9.0	9.0
243270_at	8.6	2.5	2.5
243271_at	30.8	20.5	20.5
243272_at	5.1	2.8	2.8
243273_at	13.2	4.1	4.1
243274_x_at	0.4	0.8	0.8
243275_at	15.5	7.8	7.8
243276_at	3.0	5.6	5.6
243277_x_at	2.0	2.6	2.6
243278_at	0.4	1.8	1.8
243279_at	10.3	13.3	13.3
243280_at	5.5	15.2	15.2
243281_at	3.6	0.5	0.5
243282_at	12.8	0.9	0.9
243283_at	3.9	7.5	7.5
243284_at	2.3	4.9	4.9
243285_at	7.1	3.3	3.3
243286_at	25.9	51.5	51.5
243287_s_at	28.9	24.8	24.8
243288_at	3.3	4.7	4.7
243289_at	5.7	7.8	7.8
243290_at	24.3	6.0	6.0
243291_at	5.9	13.6	13.6
243292_at	24.5	17.2	17.2
243293_at	3.0	26.2	26.2
243294_at	27.0	30.9	30.9
243295_at	52.8	106.1	106.1
243296_at	15.5	45.0	45.0
243297_at	14.9	6.2	6.2
243298_at	29.9	6.7	6.7
243299_at	17.3	16.4	16.4
243300_at	3.8	9.9	9.9
243301_at	7.6	7.7	7.7
243302_at	3.4	1.4	1.4
243303_at	14.3	14.2	14.2
243304_at	33.2	37.6	37.6
243305_at	36.1	38.7	38.7
243306_s_at	4.6	10.3	10.3
243307_at	4.0	9.3	9.3
243308_at	32.2	13.0	13.0
243309_at	28.0	16.6	16.6
243310_at	6.6	12.0	12.0
243311_at	5.7	6.9	6.9
243312_at	43.4	31.1	31.1
243313_at	3.1	1.0	1.0
243314_at	5.7	6.1	6.1
243315_at	2.6	9.3	9.3
243316_x_at	2.3	4.3	4.3
243317_at	13.6	4.7	4.7
243318_at	18.3	70.0	70.0
243319_at	4.7	9.2	9.2
243320_at	12.7	3.5	3.5
243321_at	2.1	0.8	0.8
243322_at	21.8	10.7	10.7
243323_s_at	2.9	2.8	2.8
243324_x_at	2.2	0.6	0.6
243325_at	17.6	5.4	5.4
243326_at	33.5	10.5	10.5
243327_at	13.5	4.2	4.2
243328_at	8.0	9.7	9.7
243329_at	18.2	13.8	13.8
243330_at	4.4	11.1	11.1
243331_at	50.0	17.2	17.2
243332_at	5.8	5.6	5.6
243333_at	23.1	2.7	2.7
243334_at	4.2	6.0	6.0
243335_at	10.7	3.9	3.9
243336_at	23.7	33.3	33.3
243337_at	3.9	0.7	0.7
243338_at	34.2	65.0	65.0
243339_at	11.5	2.5	2.5
243340_at	2.2	2.4	2.4
243341_at	1.4	1.2	1.2
243342_at	23.3	9.2	9.2
243343_at	54.0	26.4	26.4
243344_at	4.0	3.3	3.3
243345_at	0.9	9.8	9.8
243346_at	15.4	4.4	4.4
243347_at	6.6	7.4	7.4
243348_at	2.9	0.8	0.8
243349_at	8.3	1.4	1.4
243350_at	17.4	22.7	22.7
243351_at	20.3	12.6	12.6
243352_at	12.6	11.7	11.7
243353_at	11.7	1.8	1.8
243354_at	3.7	3.3	3.3
243355_at	27.2	11.4	11.4
243356_at	34.8	22.3	22.3
243357_at	6.0	3.4	3.4
243358_at	59.3	88.5	88.5
243359_at	2.2	4.8	4.8
243360_at	21.0	10.6	10.6
243361_at	1.6	1.2	1.2
243362_s_at	22.0	1.5	1.5
243363_at	11.4	5.3	5.3
243364_at	12.7	1.9	1.9
243365_s_at	7.9	7.6	7.6
243366_s_at	2.3	0.4	0.4
243367_at	45.3	49.3	49.3
243368_at	16.7	6.3	6.3
243369_at	2.2	1.5	1.5
243370_at	64.5	29.1	29.1
243371_at	6.9	13.4	13.4
243372_at	36.3	33.8	33.8
243373_at	1.8	4.3	4.3
243374_x_at	4.0	2.1	2.1
243375_at	30.7	6.2	6.2
243376_at	39.7	35.5	35.5
243377_at	4.9	2.0	2.0
243378_at	17.6	4.3	4.3
243379_at	2.2	1.6	1.6
243380_at	29.9	34.5	34.5
243381_at	3.6	0.3	0.3
243382_at	13.9	3.6	3.6
243383_at	23.9	3.1	3.1
243384_at	24.2	10.6	10.6
243385_at	3.1	1.2	1.2
243386_at	34.4	21.2	21.2
243387_at	6.9	4.9	4.9
243388_at	46.6	45.4	45.4
243389_at	3.2	12.2	12.2
243390_at	17.3	0.9	0.9
243391_x_at	4.4	1.2	1.2
243392_at	9.4	3.5	3.5
243393_at	3.0	6.4	6.4
243394_at	12.8	5.0	5.0
243395_at	21.2	19.2	19.2
243396_at	3.8	3.3	3.3
243397_at	3.7	2.5	2.5
243398_at	6.6	1.3	1.3
243399_at	12.1	1.2	1.2
243400_x_at	4.1	40.7	40.7
243401_at	0.9	0.5	0.5
243402_at	5.1	3.0	3.0
243403_x_at	23.0	16.5	16.5
243404_at	43.3	25.1	25.1
243405_at	46.1	41.7	41.7
243406_at	14.4	1.1	1.1
243407_at	39.3	31.4	31.4
243408_at	15.2	5.1	5.1
243409_at	6.4	2.6	2.6
243410_at	6.0	27.6	27.6
243411_at	38.8	27.6	27.6
243412_at	13.9	2.0	2.0
243413_at	19.6	18.3	18.3
243414_at	29.7	16.6	16.6
243415_at	4.0	0.9	0.9
243416_at	28.0	3.4	3.4
243417_at	39.8	34.7	34.7
243418_at	10.3	2.5	2.5
243419_at	10.0	6.5	6.5
243420_at	9.9	2.2	2.2
243421_at	11.9	5.3	5.3
243422_at	24.7	3.3	3.3
243423_at	35.9	23.8	23.8
243424_at	25.4	7.8	7.8
243425_at	6.2	8.3	8.3
243426_at	62.0	34.6	34.6
243427_at	14.4	7.9	7.9
243428_at	5.1	17.3	17.3
243429_at	3.6	3.4	3.4
243430_at	5.6	21.0	21.0
243431_at	54.8	52.7	52.7
243432_at	6.0	11.4	11.4
243433_at	28.7	5.4	5.4
243434_at	4.8	19.4	19.4
243435_at	20.9	14.4	14.4
243436_at	7.0	0.3	0.3
243437_at	12.1	6.5	6.5
243438_at	8.3	16.5	16.5
243439_at	90.4	66.9	66.9
243440_at	10.9	5.9	5.9
243441_at	27.7	13.1	13.1
243442_x_at	29.5	4.6	4.6
243443_at	35.8	43.0	43.0
243444_at	30.9	12.3	12.3
243445_at	48.3	20.5	20.5
243446_at	27.1	25.7	25.7
243447_at	16.0	5.1	5.1
243448_at	3.1	8.7	8.7
243449_at	49.0	7.8	7.8
243450_at	2.7	19.5	19.5
243451_at	1.5	8.2	8.2
243452_at	41.6	34.5	34.5
243453_at	42.6	35.2	35.2
243454_at	4.2	1.1	1.1
243455_at	15.3	9.6	9.6
243456_at	3.8	6.8	6.8
243457_s_at	3.7	0.9	0.9
243458_at	7.3	5.4	5.4
243459_x_at	47.4	27.4	27.4
243460_at	18.4	9.4	9.4
243461_at	21.5	15.5	15.5
243462_s_at	34.1	28.0	28.0
243463_s_at	37.5	35.8	35.8
243464_at	7.6	8.7	8.7
243465_at	31.9	14.3	14.3
243466_at	14.1	3.9	3.9
243467_at	9.2	3.6	3.6
243468_at	4.0	1.1	1.1
243469_at	1.8	4.3	4.3
243470_at	6.7	9.5	9.5
243471_at	6.6	14.2	14.2
243472_at	23.0	12.5	12.5
243473_at	1.3	8.0	8.0
243474_at	2.6	11.7	11.7
243475_at	10.0	28.0	28.0
243476_at	28.0	17.6	17.6
243477_at	2.5	9.2	9.2
243478_at	1.4	1.3	1.3
243479_at	1.8	4.8	4.8
243480_at	16.5	9.9	9.9
243481_at	10.3	7.3	7.3
243482_at	17.6	2.1	2.1
243483_at	25.2	2.3	2.3
243484_x_at	54.9	33.9	33.9
243485_at	10.5	8.6	8.6
243486_at	5.7	1.9	1.9
243487_at	25.7	32.0	32.0
243488_at	24.8	3.7	3.7
243489_at	89.0	61.1	61.1
243490_at	7.7	10.6	10.6
243491_at	15.5	16.2	16.2
243492_at	27.9	29.5	29.5
243493_at	18.9	5.7	5.7
243494_at	2.1	5.9	5.9
243495_s_at	39.2	57.2	57.2
243496_at	8.7	11.3	11.3
243497_at	3.2	1.4	1.4
243498_at	10.8	2.8	2.8
243499_at	2.5	3.1	3.1
243500_at	2.3	1.1	1.1
243501_at	22.7	26.8	26.8
243502_at	13.3	41.2	41.2
243503_at	7.4	13.3	13.3
243504_at	13.8	4.5	4.5
243505_at	1.8	3.5	3.5
243506_at	15.4	1.6	1.6
243507_s_at	27.8	22.7	22.7
243508_at	7.3	33.9	33.9
243509_at	3.6	12.0	12.0
243510_at	18.0	16.3	16.3
243511_at	19.7	20.6	20.6
243512_x_at	9.6	3.4	3.4
243513_at	16.0	2.8	2.8
243514_at	1.3	18.9	18.9
243515_at	38.5	14.0	14.0
243516_at	8.0	2.3	2.3
243517_at	33.4	9.8	9.8
243518_at	4.4	2.3	2.3
243519_at	16.7	3.5	3.5
243520_x_at	3.5	3.5	3.5
243521_at	39.7	34.1	34.1
243522_at	1.2	1.9	1.9
243523_at	36.0	6.2	6.2
243524_at	21.6	24.4	24.4
243525_at	6.2	18.2	18.2
243526_at	4.1	0.8	0.8
243527_at	28.0	7.7	7.7
243528_at	1.6	4.7	4.7
243529_at	83.6	77.3	77.3
243530_at	1.0	1.2	1.2
243531_at	37.8	22.2	22.2
243532_at	5.6	2.9	2.9
243533_x_at	11.9	1.1	1.1
243534_at	36.8	1.2	1.2
243535_at	6.7	2.1	2.1
243536_x_at	3.1	1.5	1.5
