X	control_1h	exposed_1h	exposed_1h
201081_s_at	25.9	90.7	90.7
201082_s_at	469.5	611.9	611.9
201083_s_at	173.7	160.3	160.3
201084_s_at	1544.9	1590.9	1590.9
201085_s_at	123.9	216.7	216.7
201086_x_at	1072.4	863.1	863.1
201087_at	545.2	546.9	546.9
201088_at	1631.8	1495.3	1495.3
201089_at	776.6	708.7	708.7
201090_x_at	9122.9	6898.7	6898.7
201091_s_at	749.9	690.0	690.0
201092_at	1666.2	1371.3	1371.3
201093_x_at	913.0	729.4	729.4
201094_at	6951.6	5808.3	5808.3
201095_at	548.5	736.1	736.1
201096_s_at	1526.6	2015.6	2015.6
201097_s_at	2645.2	2540.8	2540.8
201098_at	776.6	626.6	626.6
201099_at	479.6	464.9	464.9
201100_s_at	945.0	971.9	971.9
201101_s_at	298.6	467.6	467.6
201102_s_at	499.0	741.8	741.8
201103_x_at	1513.9	1470.8	1470.8
201104_x_at	881.6	1001.8	1001.8
201105_at	4662.2	4233.1	4233.1
201106_at	2183.4	2522.1	2522.1
201107_s_at	20.1	102.4	102.4
201108_s_at	860.7	794.8	794.8
201109_s_at	1085.9	961.5	961.5
201110_s_at	822.8	506.2	506.2
201111_at	1411.2	1163.6	1163.6
201112_s_at	4218.4	3924.4	3924.4
201113_at	2300.3	2129.3	2129.3
201114_x_at	5503.4	4636.5	4636.5
201115_at	544.6	504.0	504.0
201116_s_at	312.2	285.3	285.3
201117_s_at	257.0	158.1	158.1
201118_at	603.7	643.0	643.0
201119_s_at	3128.7	3132.4	3132.4
201120_s_at	509.5	654.9	654.9
201121_s_at	1135.6	1056.7	1056.7
201122_x_at	799.1	762.4	762.4
201123_s_at	2149.0	2960.7	2960.7
201124_at	51.8	45.5	45.5
201125_s_at	534.4	476.1	476.1
201126_s_at	419.9	364.0	364.0
201127_s_at	152.1	201.3	201.3
201128_s_at	1042.1	975.3	975.3
201129_at	526.9	532.8	532.8
201130_s_at	18.7	1.6	1.6
201131_s_at	28.8	11.3	11.3
201132_at	454.3	330.3	330.3
201133_s_at	353.6	381.0	381.0
201134_x_at	1525.4	1342.5	1342.5
201135_at	1908.4	1595.2	1595.2
201136_at	2427.3	2744.6	2744.6
201137_s_at	13.8	17.2	17.2
201138_s_at	301.5	323.5	323.5
201139_s_at	533.6	475.1	475.1
201140_s_at	231.4	161.4	161.4
201141_at	6.0	11.2	11.2
201142_at	801.3	784.1	784.1
201143_s_at	398.2	525.2	525.2
201144_s_at	1915.1	1917.2	1917.2
201145_at	983.4	1276.3	1276.3
201146_at	1229.5	1138.6	1138.6
201147_s_at	192.7	144.0	144.0
201148_s_at	56.3	80.6	80.6
201149_s_at	99.7	149.9	149.9
201150_s_at	196.5	181.4	181.4
201151_s_at	255.1	289.5	289.5
201152_s_at	1076.3	985.0	985.0
201153_s_at	838.4	707.7	707.7
201154_x_at	5636.6	5016.4	5016.4
201155_s_at	870.7	766.1	766.1
201156_s_at	136.7	114.2	114.2
201157_s_at	469.5	457.8	457.8
201158_at	97.3	140.1	140.1
201159_s_at	41.6	47.5	47.5
201160_s_at	2301.7	1954.3	1954.3
201161_s_at	1747.1	1737.1	1737.1
201162_at	1845.5	1943.9	1943.9
201163_s_at	1342.1	1245.8	1245.8
201164_s_at	427.0	433.2	433.2
201165_s_at	657.7	579.1	579.1
201166_s_at	836.4	823.4	823.4
201167_x_at	125.3	521.7	521.7
201168_x_at	1330.9	1880.7	1880.7
201169_s_at	192.7	248.1	248.1
201170_s_at	982.8	951.0	951.0
201171_at	47.1	21.5	21.5
201172_x_at	1531.9	1623.3	1623.3
201173_x_at	856.0	925.2	925.2
201174_s_at	377.3	386.5	386.5
201175_at	924.1	1211.0	1211.0
201176_s_at	828.4	809.7	809.7
201177_s_at	892.6	790.1	790.1
201178_at	793.2	959.9	959.9
201179_s_at	390.5	406.3	406.3
201180_s_at	1356.5	1282.4	1282.4
201181_at	105.8	106.1	106.1
201182_s_at	32.5	68.2	68.2
201183_s_at	266.6	286.5	286.5
201184_s_at	562.0	507.3	507.3
201185_at	453.3	457.9	457.9
201186_at	301.0	233.4	233.4
201187_s_at	10.9	20.1	20.1
201188_s_at	301.6	337.9	337.9
201189_s_at	555.6	605.9	605.9
201190_s_at	358.6	309.5	309.5
201191_at	298.4	270.8	270.8
201192_s_at	371.9	481.1	481.1
201193_at	451.8	391.6	391.6
201194_at	593.5	743.1	743.1
201195_s_at	292.4	316.3	316.3
201196_s_at	592.1	631.4	631.4
201197_at	765.8	662.7	662.7
201198_s_at	632.0	772.7	772.7
201199_s_at	1270.2	1223.5	1223.5
201200_at	389.2	373.6	373.6
201201_at	1926.5	2747.1	2747.1
201202_at	2615.7	2469.6	2469.6
201203_s_at	132.5	162.5	162.5
201204_s_at	800.0	816.2	816.2
201205_at	30.2	34.9	34.9
201206_s_at	315.4	337.8	337.8
201207_at	426.6	490.7	490.7
201208_s_at	78.7	131.5	131.5
201209_at	979.6	972.8	972.8
201210_at	1732.5	1575.9	1575.9
201211_s_at	185.4	237.2	237.2
201212_at	350.5	284.0	284.0
201213_at	31.1	31.9	31.9
201214_s_at	185.4	193.5	193.5
201215_at	2463.9	2356.6	2356.6
201216_at	891.6	1197.7	1197.7
201217_x_at	5282.3	4687.0	4687.0
201218_at	546.3	502.6	502.6
201219_at	186.2	191.3	191.3
201220_x_at	572.9	960.7	960.7
201221_s_at	900.2	818.2	818.2
201222_s_at	857.6	1568.6	1568.6
201223_s_at	812.9	757.7	757.7
201224_s_at	160.3	162.4	162.4
201225_s_at	1140.4	1171.2	1171.2
201226_at	1315.7	954.6	954.6
201227_s_at	1319.4	1093.8	1093.8
201228_s_at	117.6	99.9	99.9
201229_s_at	266.7	424.9	424.9
201230_s_at	273.9	226.5	226.5
201231_s_at	6074.1	5397.6	5397.6
201232_s_at	506.8	615.4	615.4
201233_at	167.1	171.0	171.0
201234_at	1247.5	1436.0	1436.0
201235_s_at	27.2	13.0	13.0
201236_s_at	74.3	104.4	104.4
201237_at	565.2	414.0	414.0
201238_s_at	1112.4	960.6	960.6
201239_s_at	1020.4	1101.4	1101.4
201240_s_at	2164.1	2205.6	2205.6
201241_at	971.8	1149.7	1149.7
201242_s_at	576.1	989.2	989.2
201243_s_at	1220.1	1184.9	1184.9
201244_s_at	1363.4	1306.8	1306.8
201245_s_at	511.3	546.7	546.7
201246_s_at	117.0	188.9	188.9
201247_at	135.5	121.8	121.8
201248_s_at	119.2	125.4	125.4
201249_at	44.6	27.3	27.3
201250_s_at	291.7	227.3	227.3
201251_at	5057.0	5195.5	5195.5
201252_at	747.2	721.0	721.0
201253_s_at	1612.4	1569.3	1569.3
201254_x_at	8093.1	7278.3	7278.3
201255_x_at	1246.1	1307.9	1307.9
201256_at	961.6	950.7	950.7
201257_x_at	7285.4	6462.8	6462.8
201258_at	4798.3	5394.0	5394.0
201259_s_at	684.3	863.2	863.2
201260_s_at	514.8	468.8	468.8
201261_x_at	15.3	19.2	19.2
201262_s_at	3.2	9.4	9.4
201263_at	799.0	850.0	850.0
201264_at	1318.0	1080.3	1080.3
201265_at	3.5	21.2	21.2
201266_at	3109.5	2860.0	2860.0
201267_s_at	1882.2	2230.5	2230.5
201268_at	4475.2	4068.3	4068.3
201269_s_at	49.4	13.5	13.5
201270_x_at	276.5	255.6	255.6
201271_s_at	932.4	837.8	837.8
201272_at	2034.1	2127.3	2127.3
201273_s_at	2152.7	1916.4	1916.4
201274_at	1043.4	1107.1	1107.1
201275_at	593.2	559.4	559.4
201276_at	258.2	297.0	297.0
201277_s_at	3838.6	4078.4	4078.4
201278_at	198.3	213.0	213.0
201279_s_at	207.3	302.2	302.2
201280_s_at	113.2	151.8	151.8
201281_at	2326.3	2387.0	2387.0
201282_at	161.8	306.3	306.3
201283_s_at	20.6	25.5	25.5
201284_s_at	482.6	456.7	456.7
201285_at	556.9	593.9	593.9
201286_at	234.4	220.9	220.9
201287_s_at	598.2	703.5	703.5
201288_at	37.3	44.0	44.0
201289_at	4075.6	3934.7	3934.7
201290_at	2496.1	2296.6	2296.6
201291_s_at	201.6	293.3	293.3
201292_at	660.7	585.8	585.8
201293_x_at	9903.7	8116.3	8116.3
201294_s_at	33.7	17.4	17.4
201295_s_at	32.4	11.4	11.4
201296_s_at	423.5	405.6	405.6
201297_s_at	113.4	155.7	155.7
201298_s_at	549.9	635.9	635.9
201299_s_at	123.1	163.2	163.2
201300_s_at	1385.5	1187.8	1187.8
201301_s_at	375.8	453.0	453.0
201302_at	295.5	304.1	304.1
201303_at	2056.3	2014.6	2014.6
201304_at	314.7	305.8	305.8
201305_x_at	1086.9	1618.9	1618.9
201306_s_at	4717.1	4019.9	4019.9
201307_at	1315.1	1119.3	1119.3
201308_s_at	118.9	155.6	155.6
201309_x_at	79.0	124.9	124.9
201310_s_at	601.1	676.7	676.7
201311_s_at	19.2	27.5	27.5
201312_s_at	37.0	32.9	32.9
201313_at	753.9	1030.0	1030.0
201314_at	367.5	382.2	382.2
201315_x_at	2371.3	2457.1	2457.1
201316_at	212.4	178.2	178.2
201317_s_at	1899.5	1950.9	1950.9
201318_s_at	3400.1	2993.5	2993.5
201319_at	435.4	567.2	567.2
201320_at	107.8	146.7	146.7
201321_s_at	244.0	249.1	249.1
201322_at	4588.6	3723.5	3723.5
201323_at	644.0	578.1	578.1
201324_at	153.4	125.6	125.6
201325_s_at	103.3	96.8	96.8
201326_at	657.1	554.1	554.1
201327_s_at	1208.3	1095.8	1095.8
201328_at	103.3	71.9	71.9
201329_s_at	155.2	116.7	116.7
201330_at	978.9	1059.8	1059.8
201331_s_at	408.0	477.9	477.9
201332_s_at	33.8	78.6	78.6
201333_s_at	103.5	83.9	83.9
201334_s_at	485.5	514.7	514.7
201335_s_at	39.0	25.3	25.3
201336_at	1455.6	1469.2	1469.2
201337_s_at	510.1	656.5	656.5
201338_x_at	2651.3	2569.0	2569.0
201339_s_at	981.2	915.3	915.3
201340_s_at	98.2	174.0	174.0
201341_at	2123.1	2012.8	2012.8
201342_at	1002.8	851.4	851.4
201343_at	783.2	739.2	739.2
201344_at	92.2	60.0	60.0
201345_s_at	859.2	820.7	820.7
201346_at	1321.8	1216.4	1216.4
201347_x_at	470.8	507.3	507.3
201348_at	44.2	7.3	7.3
201349_at	474.2	571.4	571.4
201350_at	317.3	359.8	359.8
201351_s_at	1124.4	1208.6	1208.6
201352_at	1046.6	924.4	924.4
201353_s_at	147.9	158.4	158.4
201354_s_at	48.9	127.3	127.3
201355_s_at	22.4	14.8	14.8
201356_at	888.6	739.5	739.5
201357_s_at	258.5	356.1	356.1
201358_s_at	1916.9	1696.6	1696.6
201359_at	1324.1	1090.0	1090.0
201360_at	1408.7	1918.9	1918.9
201361_at	822.0	781.2	781.2
201362_at	176.4	141.3	141.3
201363_s_at	132.5	153.2	153.2
201364_s_at	651.8	756.2	756.2
201365_at	373.3	441.1	441.1
201366_at	498.7	429.1	429.1
201367_s_at	47.5	222.4	222.4
201368_at	1074.5	907.6	907.6
201369_s_at	96.7	222.4	222.4
201370_s_at	88.2	65.3	65.3
201371_s_at	940.0	1036.0	1036.0
201372_s_at	3.1	1.0	1.0
201373_at	314.5	250.7	250.7
201374_x_at	25.2	24.1	24.1
201375_s_at	2274.6	2196.1	2196.1
201376_s_at	754.2	755.9	755.9
201377_at	568.9	580.7	580.7
201378_s_at	709.0	869.8	869.8
201379_s_at	1792.8	1433.5	1433.5
201380_at	253.1	302.6	302.6
201381_x_at	925.2	930.7	930.7
201382_at	28.3	40.9	40.9
201383_s_at	76.6	136.5	136.5
201384_s_at	170.9	155.7	155.7
201385_at	2160.8	2018.5	2018.5
201386_s_at	1478.4	1418.0	1418.0
201387_s_at	2417.0	2334.8	2334.8
201388_at	267.3	456.8	456.8
201389_at	581.3	578.6	578.6
201390_s_at	2331.2	2576.3	2576.3
201391_at	509.8	584.5	584.5
201392_s_at	207.0	259.0	259.0
201393_s_at	630.4	704.4	704.4
201394_s_at	289.6	323.9	323.9
201395_at	593.8	529.3	529.3
201396_s_at	205.7	207.1	207.1
201397_at	324.3	294.2	294.2
201398_s_at	2014.8	2007.3	2007.3
201399_s_at	1235.7	1450.1	1450.1
201400_at	1701.9	1538.2	1538.2
201401_s_at	96.4	159.3	159.3
201402_at	5.1	2.4	2.4
201403_s_at	1318.7	1106.0	1106.0
201404_x_at	133.5	94.4	94.4
201405_s_at	1052.9	894.8	894.8
201406_at	7183.0	6231.4	6231.4
201407_s_at	192.6	290.0	290.0
201408_at	150.5	190.3	190.3
201409_s_at	393.8	347.8	347.8
201410_at	686.2	597.4	597.4
201411_s_at	233.8	332.7	332.7
201412_at	751.4	869.4	869.4
201413_at	390.5	356.4	356.4
201414_s_at	643.5	626.5	626.5
201415_at	1314.8	1129.1	1129.1
201416_at	63.6	55.9	55.9
201417_at	270.8	315.4	315.4
201418_s_at	38.3	46.9	46.9
201419_at	326.5	384.1	384.1
201420_s_at	428.2	387.9	387.9
201421_s_at	193.3	190.5	190.5
201422_at	231.8	355.1	355.1
201423_s_at	266.8	301.1	301.1
201424_s_at	121.7	81.0	81.0
201425_at	271.4	285.0	285.0
201426_s_at	6897.9	5567.7	5567.7
201427_s_at	1.2	4.3	4.3
201428_at	18.3	4.7	4.7
201429_s_at	10442.0	9117.7	9117.7
201430_s_at	59.8	97.7	97.7
201431_s_at	238.4	226.7	226.7
201432_at	283.6	436.3	436.3
201433_s_at	997.4	1031.5	1031.5
201434_at	375.3	351.8	351.8
201435_s_at	725.8	586.1	586.1
201436_at	105.2	114.9	114.9
201437_s_at	341.3	377.8	377.8
201438_at	2.8	9.5	9.5
201439_at	154.7	233.7	233.7
201440_at	363.8	357.9	357.9
201441_at	2046.6	2029.5	2029.5
201442_s_at	32.8	13.0	13.0
201443_s_at	1477.8	1286.2	1286.2
201444_s_at	741.6	890.0	890.0
201445_at	413.5	357.6	357.6
201446_s_at	313.0	340.3	340.3
201447_at	145.0	151.2	151.2
201448_at	239.0	238.0	238.0
201449_at	83.3	78.2	78.2
201450_s_at	232.9	188.1	188.1
201451_x_at	27.0	21.1	21.1
201452_at	29.8	21.0	21.0
201453_x_at	2613.8	2509.1	2509.1
201454_s_at	150.3	153.7	153.7
201455_s_at	242.2	260.5	260.5
201456_s_at	545.1	577.7	577.7
201457_x_at	1931.4	1852.4	1852.4
201458_s_at	1177.0	875.0	875.0
201459_at	1245.4	1228.8	1228.8
201460_at	459.9	431.7	431.7
201461_s_at	113.2	183.6	183.6
201462_at	875.1	1082.5	1082.5
201463_s_at	1527.7	1435.0	1435.0
201464_x_at	838.2	1138.5	1138.5
201465_s_at	22.6	81.1	81.1
201466_s_at	292.4	234.1	234.1
201467_s_at	582.6	596.8	596.8
201468_s_at	919.7	888.3	888.3
201469_s_at	600.0	902.9	902.9
201470_at	1381.5	1442.3	1442.3
201471_s_at	1903.1	1991.9	1991.9
201472_at	1263.3	1184.5	1184.5
201473_at	271.6	456.9	456.9
201474_s_at	800.6	701.0	701.0
201475_x_at	648.0	776.8	776.8
201476_s_at	886.4	1216.5	1216.5
201477_s_at	2167.4	1907.3	1907.3
201478_s_at	991.5	946.5	946.5
201479_at	1375.6	1202.8	1202.8
201480_s_at	293.9	323.1	323.1
201481_s_at	754.0	781.1	781.1
201482_at	1067.8	935.7	935.7
201483_s_at	558.5	573.4	573.4
201484_at	385.0	405.7	405.7
201485_s_at	657.9	592.7	592.7
201486_at	843.9	655.7	655.7
201487_at	477.1	530.7	530.7
201488_x_at	588.1	913.0	913.0
201489_at	1196.5	1363.8	1363.8
201490_s_at	532.4	823.0	823.0
201491_at	1198.7	1401.7	1401.7
201492_s_at	10030.0	7888.8	7888.8
201493_s_at	547.3	493.4	493.4
201494_at	673.4	557.5	557.5
201495_x_at	3.2	2.7	2.7
201496_x_at	16.5	12.4	12.4
201497_x_at	18.7	11.1	11.1
201498_at	290.9	346.8	346.8
201499_s_at	1057.2	904.0	904.0
201500_s_at	771.0	987.4	987.4
201501_s_at	342.9	255.3	255.3
201502_s_at	978.2	1855.7	1855.7
201503_at	1139.4	966.6	966.6
201504_s_at	303.7	316.4	316.4
201505_at	553.4	463.4	463.4
201506_at	2934.6	2837.5	2837.5
201507_at	774.9	741.4	741.4
201508_at	209.7	421.1	421.1
201509_at	453.0	437.8	437.8
201510_at	18.5	17.9	17.9
201511_at	460.5	480.0	480.0
201512_s_at	303.3	344.9	344.9
201513_at	127.4	95.7	95.7
201514_s_at	536.5	481.1	481.1
201515_s_at	1017.0	973.6	973.6
201516_at	988.3	1136.0	1136.0
201517_at	503.4	449.4	449.4
201518_at	1401.0	1232.9	1232.9
201519_at	669.5	689.1	689.1
201520_s_at	1052.4	1171.6	1171.6
201521_s_at	267.3	242.5	242.5
201522_x_at	705.7	712.4	712.4
201523_x_at	937.8	1000.4	1000.4
201524_x_at	1648.9	1876.2	1876.2
201525_at	10.8	18.5	18.5
201526_at	653.0	636.1	636.1
201527_at	1276.9	1479.8	1479.8
201528_at	1426.1	1309.2	1309.2
201529_s_at	1094.7	1098.1	1098.1
201530_x_at	6489.6	5598.3	5598.3
201531_at	264.3	336.1	336.1
201532_at	2169.4	2094.2	2094.2
201533_at	674.0	277.3	277.3
201534_s_at	133.8	240.7	240.7
201535_at	150.6	130.2	130.2
201536_at	220.6	242.1	242.1
201537_s_at	167.3	204.7	204.7
201538_s_at	72.6	108.2	108.2
201539_s_at	117.7	159.2	159.2
201540_at	881.1	847.8	847.8
201541_s_at	450.8	440.2	440.2
201542_at	1056.0	965.7	965.7
201543_s_at	605.4	817.6	817.6
201544_x_at	1681.6	2000.6	2000.6
201545_s_at	344.4	428.2	428.2
201546_at	864.2	735.4	735.4
201547_at	3.2	1.3	1.3
201548_s_at	156.3	178.9	178.9
201549_x_at	194.0	183.5	183.5
201550_x_at	10007.6	8184.5	8184.5
201551_s_at	552.9	696.7	696.7
201552_at	1630.8	1346.9	1346.9
201553_s_at	3998.8	3919.3	3919.3
201554_x_at	757.5	733.0	733.0
201555_at	1336.5	1295.7	1295.7
201556_s_at	62.3	210.3	210.3
201557_at	102.9	139.2	139.2
201558_at	1259.4	1059.1	1059.1
201559_s_at	419.0	409.0	409.0
201560_at	1821.9	1764.3	1764.3
201561_s_at	675.4	886.2	886.2
201562_s_at	88.2	118.0	118.0
201563_at	328.6	328.1	328.1
201564_s_at	142.5	201.0	201.0
201565_s_at	275.5	322.3	322.3
201566_x_at	65.0	25.2	25.2
201567_s_at	303.1	225.7	225.7
201568_at	2646.8	3177.2	3177.2
201569_s_at	177.0	159.7	159.7
201570_at	278.0	282.9	282.9
201571_s_at	309.6	424.4	424.4
201572_x_at	571.7	581.2	581.2
201573_s_at	620.4	511.1	511.1
201574_at	1273.7	1304.1	1304.1
201575_at	930.4	911.5	911.5
201576_s_at	752.3	612.7	612.7
201577_at	3942.5	4124.4	4124.4
201578_at	315.0	263.8	263.8
201579_at	496.3	466.3	466.3
201580_s_at	173.1	185.9	185.9
201581_at	303.9	249.5	249.5
201582_at	79.3	81.3	81.3
201583_s_at	383.3	359.2	359.2
201584_s_at	1594.8	1586.2	1586.2
201585_s_at	473.9	646.5	646.5
201586_s_at	1699.9	1740.9	1740.9
201587_s_at	1626.4	1616.7	1616.7
201588_at	1664.6	1641.9	1641.9
201589_at	827.6	778.1	778.1
201590_x_at	7580.8	5826.1	5826.1
201591_s_at	606.3	473.5	473.5
201592_at	2430.1	2409.3	2409.3
201593_s_at	412.8	651.1	651.1
201594_s_at	949.3	852.0	852.0
201595_s_at	591.1	522.5	522.5
201596_x_at	12679.7	8902.5	8902.5
201597_at	1370.7	1411.4	1411.4
201598_s_at	282.4	368.7	368.7
201599_at	961.2	892.3	892.3
201600_at	3453.1	3467.1	3467.1
201601_x_at	1575.5	1722.7	1722.7
201602_s_at	44.1	72.7	72.7
201603_at	372.5	372.0	372.0
201604_s_at	214.9	273.1	273.1
201605_x_at	1454.5	1805.2	1805.2
201606_s_at	627.1	891.2	891.2
201607_at	196.2	157.5	157.5
201608_s_at	889.4	1004.8	1004.8
201609_x_at	893.7	824.0	824.0
201610_at	11.2	10.7	10.7
201611_s_at	271.1	293.3	293.3
201612_at	587.7	641.3	641.3
201613_s_at	244.0	154.4	154.4
201614_s_at	407.1	443.9	443.9
201615_x_at	146.3	201.6	201.6
201616_s_at	777.5	929.9	929.9
201617_x_at	846.6	835.2	835.2
201618_x_at	692.3	762.0	762.0
201619_at	1657.0	1786.5	1786.5
201620_at	220.3	280.2	280.2
201621_at	259.7	234.2	234.2
201622_at	564.3	650.1	650.1
201623_s_at	905.5	806.2	806.2
201624_at	273.8	300.8	300.8
201625_s_at	114.6	130.2	130.2
201626_at	278.1	206.0	206.0
201627_s_at	237.1	293.9	293.9
201628_s_at	835.0	952.2	952.2
201629_s_at	470.8	342.7	342.7
201630_s_at	607.6	539.5	539.5
201631_s_at	2871.0	2975.8	2975.8
201632_at	413.8	446.5	446.5
201633_s_at	261.3	235.9	235.9
201634_s_at	351.2	313.1	313.1
201635_s_at	302.3	522.4	522.4
201636_at	644.2	484.3	484.3
201637_s_at	747.8	781.1	781.1
201638_s_at	3.4	63.6	63.6
201639_s_at	715.0	647.4	647.4
201640_x_at	268.7	352.7	352.7
201641_at	1298.8	1390.5	1390.5
201642_at	1279.7	1223.3	1223.3
201643_x_at	417.9	351.3	351.3
201644_at	371.8	589.1	589.1
201645_at	83.6	99.1	99.1
201646_at	288.2	392.9	392.9
201647_s_at	92.7	160.8	160.8
201648_at	688.1	687.3	687.3
201649_at	471.6	516.9	516.9
201650_at	4.9	0.9	0.9
201651_s_at	794.7	784.4	784.4
201652_at	630.3	588.4	588.4
201653_at	1493.2	1444.1	1444.1
201654_s_at	10.6	45.6	45.6
201655_s_at	246.4	140.1	140.1
201656_at	161.8	84.1	84.1
201657_at	95.9	89.5	89.5
201658_at	209.0	172.5	172.5
201659_s_at	272.9	302.1	302.1
201660_at	449.1	415.8	415.8
201661_s_at	261.5	314.8	314.8
201662_s_at	687.4	663.7	663.7
201663_s_at	1671.2	1690.7	1690.7
201664_at	1611.5	1614.1	1614.1
201665_x_at	7640.7	6851.5	6851.5
201666_at	1972.8	2179.9	2179.9
201667_at	975.2	804.5	804.5
201668_x_at	124.6	601.3	601.3
201669_s_at	2146.4	2017.5	2017.5
201670_s_at	933.5	1429.8	1429.8
201671_x_at	325.4	409.9	409.9
201672_s_at	1328.3	1440.9	1440.9
201673_s_at	619.4	681.6	681.6
201674_s_at	169.7	243.6	243.6
201675_at	292.5	286.3	286.3
201676_x_at	2402.8	2333.7	2333.7
201677_at	124.4	109.0	109.0
201678_s_at	658.8	591.9	591.9
201679_at	114.4	206.7	206.7
201680_x_at	1337.7	1080.5	1080.5
201681_s_at	621.4	527.4	527.4
201682_at	807.5	789.1	789.1
201683_x_at	86.6	173.8	173.8
201684_s_at	583.6	471.3	471.3
201685_s_at	132.4	116.2	116.2
201686_x_at	150.1	189.8	189.8
201687_s_at	588.1	419.5	419.5
201688_s_at	318.6	377.6	377.6
201689_s_at	338.3	298.2	298.2
201690_s_at	680.3	578.6	578.6
201691_s_at	22.9	17.9	17.9
201692_at	457.2	368.0	368.0
201693_s_at	77.9	205.3	205.3
201694_s_at	414.1	721.8	721.8
201695_s_at	255.1	260.1	260.1
201696_at	582.4	519.7	519.7
201697_s_at	1020.2	839.2	839.2
201698_s_at	1734.4	1680.3	1680.3
201699_at	1029.2	892.9	892.9
201700_at	623.0	734.7	734.7
201701_s_at	317.9	253.5	253.5
201702_s_at	26.4	42.7	42.7
201703_s_at	303.6	333.5	333.5
201704_at	584.6	519.7	519.7
201705_at	700.8	634.5	634.5
201706_s_at	332.1	266.9	266.9
201707_at	208.6	199.1	199.1
201708_s_at	102.7	143.0	143.0
201709_s_at	426.4	265.4	265.4
201710_at	2943.0	2977.2	2977.2
201711_x_at	187.7	239.7	239.7
201712_s_at	152.0	95.9	95.9
201713_s_at	340.6	247.3	247.3
201714_at	589.5	584.4	584.4
201715_s_at	280.9	318.2	318.2
201716_at	477.4	578.2	578.2
201717_at	1112.9	1049.5	1049.5
201718_s_at	146.6	285.4	285.4
201719_s_at	371.0	433.0	433.0
201720_s_at	15.5	11.4	11.4
201721_s_at	29.2	22.1	22.1
201722_s_at	429.6	321.7	321.7
201723_s_at	271.0	223.3	223.3
201724_s_at	173.6	170.9	170.9
201725_at	708.5	668.1	668.1
201726_at	1630.5	1704.4	1704.4
201727_s_at	456.1	425.8	425.8
201728_s_at	13.0	28.9	28.9
201729_s_at	283.6	263.6	263.6
201730_s_at	106.1	177.7	177.7
201731_s_at	396.0	401.6	401.6
201732_s_at	55.2	54.7	54.7
201733_at	32.8	36.0	36.0
201734_at	201.3	179.3	179.3
201735_s_at	165.6	168.5	168.5
201736_s_at	805.6	940.4	940.4
201737_s_at	283.4	439.4	439.4
201738_at	907.1	764.3	764.3
201739_at	2645.5	2131.2	2131.2
201740_at	1030.6	1144.0	1144.0
201741_x_at	40.8	75.5	75.5
201742_x_at	1184.6	1905.2	1905.2
201743_at	44.7	66.0	66.0
201744_s_at	7.9	1.4	1.4
201745_at	425.2	421.2	421.2
201746_at	783.2	949.0	949.0
201747_s_at	99.3	79.2	79.2
201748_s_at	297.9	238.1	238.1
201749_at	229.3	200.2	200.2
201750_s_at	50.2	82.2	82.2
201751_at	360.1	336.9	336.9
201752_s_at	320.6	539.3	539.3
201753_s_at	292.6	373.8	373.8
201754_at	3216.2	3347.8	3347.8
201755_at	523.8	379.5	379.5
201756_at	577.2	665.6	665.6
201757_at	3418.8	2878.1	2878.1
201758_at	562.7	591.3	591.3
201759_at	94.6	48.9	48.9
201760_s_at	1281.4	1484.3	1484.3
201761_at	1014.4	1031.0	1031.0
201762_s_at	2308.7	2496.1	2496.1
201763_s_at	176.7	195.7	195.7
201764_at	785.2	656.5	656.5
201765_s_at	734.4	1000.3	1000.3
201766_at	10.9	4.1	4.1
201767_s_at	452.3	351.6	351.6
201768_s_at	230.1	267.5	267.5
201769_at	510.4	478.3	478.3
201770_at	1248.0	1374.6	1374.6
201771_at	651.0	625.8	625.8
201772_at	1031.1	985.2	985.2
201773_at	1132.5	1127.3	1127.3
201774_s_at	638.9	487.3	487.3
201775_s_at	187.9	201.6	201.6
201776_s_at	238.0	244.7	244.7
201777_s_at	121.3	117.5	117.5
201778_s_at	647.8	676.9	676.9
201779_s_at	259.0	328.9	328.9
201780_s_at	152.8	158.2	158.2
201781_s_at	283.5	313.8	313.8
201782_s_at	779.0	595.9	595.9
201783_s_at	1059.7	861.5	861.5
201784_s_at	1591.1	1412.3	1412.3
201785_at	10.3	6.9	6.9
201786_s_at	1290.2	1293.4	1293.4
201787_at	115.9	100.5	100.5
201788_at	484.4	400.3	400.3
201789_at	3.5	3.2	3.2
201790_s_at	307.8	376.0	376.0
201791_s_at	415.9	412.3	412.3
201792_at	11.2	4.5	4.5
201793_x_at	23.4	38.8	38.8
201794_s_at	450.1	541.8	541.8
201795_at	828.3	645.8	645.8
201796_s_at	27.6	123.3	123.3
201797_s_at	411.9	378.0	378.0
201798_s_at	1228.1	1179.2	1179.2
201799_s_at	182.9	198.1	198.1
201800_s_at	288.2	281.8	281.8
201801_s_at	227.0	357.9	357.9
201802_at	211.3	205.7	205.7
201803_at	1222.1	1038.0	1038.0
201804_x_at	898.3	1161.1	1161.1
201805_at	256.4	393.0	393.0
201806_s_at	68.5	105.7	105.7
201807_at	1331.6	1336.3	1336.3
201808_s_at	23.7	63.5	63.5
201809_s_at	121.4	123.0	123.0
201810_s_at	124.5	237.1	237.1
201811_x_at	922.6	926.7	926.7
201812_s_at	923.7	840.1	840.1
201813_s_at	71.6	154.6	154.6
201814_at	341.2	258.0	258.0
201815_s_at	116.1	153.7	153.7
201816_s_at	437.2	363.9	363.9
